Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
128,what states border the state with the most cities,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;","select distinct t2.border 
from city as t1 
inner join border_info as t2 
on t1.state_name = t2.state_name 
where t1.state_name = ( 
  select state_name 
  from city 
  group by state_name 
  order by count(city_name) desc 
  limit 1 
)",2.494,0.0023,0.0007,0,1,
129,what states border the state with the most major cities,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 WHERE CITYalias1.POPULATION > 150000 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;","select distinct t2.border 
from city as t1 
inner join border_info as t2 
on t1.state_name = t2.state_name 
where t1.state_name = ( 
  select state_name 
  from city 
  group by state_name 
  order by count(city_name) desc 
  limit 1 
)",2.494,0.0007,0.0006,0,1,
130,what states border the state with the smallest area,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select border from border_info where state_name = (select state_name from state order by area limit 1),2.239,0.0001,0.0001,0,1,
131,what states contain at least one major rivers,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,select distinct t1.state_name from state t1 inner join border_info t2 on t1.state_name = t2.state_name inner join river t3 on t2.border = t3.river_name where t3.length > 750,2.384,0.0014,0.0008,0,0,Data Mismatch
132,where are mountains,SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 ;,select distinct state_name from mountain,2.54,0.0006,0.0003,0,1,
133,where is the highest mountain of the united states,SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_ALTITUDE = ( SELECT MAX( MOUNTAINalias1.MOUNTAIN_ALTITUDE ) FROM MOUNTAIN AS MOUNTAINalias1 ) ;,select state_name from mountain where mountain_altitude = (select max(mountain_altitude) from mountain where country_name = 'usa') and country_name = 'usa',2.384,0.0003,0.0001,0,1,
134,where is the smallest city,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 ) ;,"select city_name, state_name, population from city order by population asc limit 1",2.243,0.0006,0.0002,0,0,Data Mismatch
135,which is the density of the state that the largest river in the united states runs through,SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ;,select s.density from state s join river r on s.country_name = r.country_name where r.country_name = 'usa' order by r.length desc limit 1,2.423,0.0006,0.0015,0,0,Data Mismatch
136,which is the highest peak not in alaska,"SELECT MOUNTAINalias0.MOUNTAIN_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_ALTITUDE = ( SELECT MAX( MOUNTAINalias1.MOUNTAIN_ALTITUDE ) FROM MOUNTAIN AS MOUNTAINalias1 WHERE MOUNTAINalias1.STATE_NAME <> ""alaska"" ) ;","select mountain_name, mountain_altitude from mountain where state_name != 'alaska' order by mountain_altitude desc limit 1",2.495,0.0004,0.0002,0,0,Data Mismatch
137,which rivers do not run through texas,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE = ""texas"" ) ;",select river_name from river where country_name = 'usa' and river_name not in (select traverse from border_info where state_name = 'texas'),2.29,0.0008,0.0041,0,0,Data Mismatch
138,which rivers do not run through usa,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.COUNTRY_NAME <> ""usa"" ;",select river_name from river where country_name != 'usa',2.204,0.0002,0.0001,0,1,
139,which rivers run through states that border the state with the capital austin,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ) ) ;","select distinct r.river_name 
from river r 
join border_info b on r.traverse = b.state_name 
where b.border in (select state_name from state where capital = 'austin')",2.361,0.0005,0.0004,0,1,
140,which rivers run through states with fewest cities,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MIN( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;","select distinct r.river_name 
from river r 
join city c on r.country_name = c.country_name 
group by r.river_name 
order by count(c.city_name) 
limit 1",2.365,0.0021,0.0393,0,0,Data Mismatch
141,which state capital has the smallest population,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) ;",select capital from state order by population asc limit 1,2.344,0.0006,0.0002,0,0,Data Mismatch
142,which state has the highest elevation,SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,select state_name from highlow order by highest_elevation desc limit 1,2.217,0.0005,0.0001,0,1,
143,which state has the lowest elevation,SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,select state_name from highlow where lowest_elevation = (select min(lowest_elevation) from highlow),2.343,0.0004,0.0002,0,1,
144,which state has the lowest point that borders idaho,"SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 WHERE HIGHLOWalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""idaho"" ) ) AND HIGHLOWalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""idaho"" ) ;",select t1.state_name from highlow t1 join border_info t2 on t1.state_name = t2.state_name where t2.border = 'idaho' order by t1.lowest_elevation asc limit 1,2.386,0.0013,0.0002,0,0,Data Mismatch
145,which state has the most major rivers,SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 GROUP BY RIVERalias0.TRAVERSE ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ;,"select state_name, count(river_name) from river group by state_name order by count(river_name) desc limit 1",2.386,0.0007,0.0,0,0,SQL Error: no such column: state_name
146,which state has the smallest average urban population,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY AVG ( CITYalias0.POPULATION ) LIMIT 1 ;,"select s.state_name, avg(c.population) as avg_population 
from state s 
join city c on s.state_name = c.state_name 
group by s.state_name 
order by avg_population asc 
limit 1",2.391,0.0012,0.004,0,0,Data Mismatch
147,which state is mount mckinley in,"SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_NAME = ""mckinley"" ;",select state_name from mountain where mountain_name = 'mount mckinley',2.207,0.0005,0.0001,0,0,Data Mismatch
148,which states have a river,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 ;,select distinct t1.state_name from state t1 inner join border_info t2 on t1.state_name = t2.state_name inner join river t3 on t3.traverse = t2.border,2.283,0.002,0.0026,0,0,Data Mismatch
149,which states have a major city named austin,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""austin"" AND CITYalias0.POPULATION > 150000 ;",select state_name from city where city_name = 'austin',2.208,0.0003,0.0001,0,1,
150,what is the largest city in a state that borders texas,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ) AND CITYalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ;","select c.city_name, c.population 
from city c 
join border_info b on c.state_name = b.state_name 
where b.border = 'texas' 
order by c.population desc 
limit 1",2.378,0.0012,0.0045,0,0,Data Mismatch
151,how many rivers do not traverse the state with the capital albany,"SELECT COUNT( DISTINCT RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""albany"" ) ) ;",select count(river_name) from river where traverse not in (select state_name from state where capital = 'albany'),2.261,0.0017,0.0003,0,0,Data Mismatch
152,what is the shortest river in iowa,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE = ""iowa"" ) AND RIVERalias0.TRAVERSE = ""iowa"" ;",select river_name from river where length = (select min(length) from river where traverse = 'iowa') and traverse = 'iowa',2.275,0.0003,0.0001,0,1,
153,what are the major cities in the smallest state in the us,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select city_name from city where state_name = (select state_name from state where area = (select min(area) from state where country_name = 'usa')) and population > 150000,2.417,0.0004,0.0002,0,1,
154,what is the population of the capital of the largest state through which the mississippi runs,"SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM RIVER AS RIVERalias0 , STATE AS STATEalias1 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" AND STATEalias1.STATE_NAME = RIVERalias0.TRAVERSE ) ) ;",select t2.population from state as t1 inner join city as t2 on t1.capital = t2.city_name inner join border_info as t3 on t1.state_name = t3.state_name where t3.border = 'mississippi' order by t1.area desc limit 1,2.494,0.0014,0.0007,0,0,Data Mismatch
155,what is the shortest river in the usa,SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,select river_name from river where country_name = 'usa' order by length asc limit 1,2.244,0.0003,0.0001,0,1,
156,what is the capital of the state that borders the state that borders texas,"SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ) ;",select t1.capital from state t1 inner join border_info t2 on t1.state_name = t2.state_name inner join border_info t3 on t2.border = t3.state_name where t3.border = 'texas',2.424,0.0008,0.0007,0,1,
157,what is the smallest city of the smallest state in the us,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND CITYalias0.STATE_NAME IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MIN( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,select city_name from city where population = (select min(population) from city where state_name = (select state_name from state where area = (select min(area) from state where country_name = 'usa') and country_name = 'usa') and state_name = (select state_name from state where area = (select min(area) from state where country_name = 'usa') and country_name = 'usa')) and state_name = (select state_name from state where area = (select min(area) from state where country_name = 'usa') and country_name = 'usa'),2.493,0.0015,0.0004,0,1,
158,how many rivers are in the state with the largest population,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.POPULATION = ( SELECT MAX( STATEalias2.POPULATION ) FROM STATE AS STATEalias2 ) ) AND STATEalias0.STATE_NAME = RIVERalias0.TRAVERSE ;","select count(t2.river_name) 
from state as t1 
inner join river as t2 
on t1.country_name = t2.country_name 
where t1.state_name = (select state_name from state order by population desc limit 1)",2.388,0.002,0.0005,0,0,Data Mismatch
159,what is the largest state that borders the state with the lowest point in the usa,"SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 , HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE ( HIGHLOWalias0.STATE_NAME = BORDER_INFOalias0.BORDER ) AND ( STATEalias0.STATE_NAME = BORDER_INFOalias0.BORDER ) AND HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ORDER BY STATEalias0.AREA DESC LIMIT 1 ;",select state_name from state where area = (select max(area) from state where state_name in (select border from border_info where state_name = (select state_name from highlow where lowest_elevation = (select min(lowest_elevation) from highlow where country_name = 'usa')))) and country_name = 'usa',2.602,0.0008,0.5687,0,0,Data Mismatch
160,what is the population of the largest state that borders texas,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ;",select max(t1.population) from state as t1 inner join border_info as t2 on t1.state_name = t2.state_name where t2.border = 'texas',2.468,0.0008,0.0003,0,0,Data Mismatch
161,what state is austin the capital of,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ;",select state_name from state where capital = 'austin',2.222,0.0016,0.0001,0,1,
162,what rivers flow through the state with the largest population,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,select r.river_name from river r join state s on r.country_name = s.country_name where s.state_name in (select state_name from state order by population desc limit 1),2.293,0.0006,0.0008,0,0,Data Mismatch
163,what is the largest state that borders the state with the highest population,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.POPULATION = ( SELECT MAX( STATEalias3.POPULATION ) FROM STATE AS STATEalias3 ) ) ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.BORDER IN ( SELECT STATEalias4.STATE_NAME FROM STATE AS STATEalias4 WHERE STATEalias4.POPULATION = ( SELECT MAX( STATEalias5.POPULATION ) FROM STATE AS STATEalias5 ) ) ) ;,select state_name from state where area = (select max(area) from state where state_name in (select border from border_info where state_name = (select state_name from state where population = (select max(population) from state)))),2.426,0.0006,0.0002,0,1,
164,what is the capital of the state with the highest point,"SELECT STATEalias0.CAPITAL FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",select s.capital from state s join highlow h on s.state_name = h.state_name order by h.highest_elevation desc limit 1,2.274,0.0019,0.0004,0,1,
165,how many rivers are there in us,SELECT COUNT( DISTINCT RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 ;,select count(river_name) from river where country_name = 'usa',2.222,0.0003,0.0001,0,0,Data Mismatch
166,name the 50 capitals in the usa,SELECT DISTINCT STATEalias0.CAPITAL FROM STATE AS STATEalias0 ;,select capital from state where country_name = 'usa',2.207,0.0005,0.0002,0,1,
167,how many states have a city named springfield,"SELECT COUNT( CITYalias0.STATE_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""springfield"" ;",select count(distinct state_name) from city where city_name = 'springfield',2.255,0.0014,0.0007,0,1,
168,what state borders the state with the smallest population,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MIN( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,select border from border_info where state_name = (select state_name from state order by population asc limit 1),2.324,0.0007,0.0002,0,1,
169,what state is the state with the most rivers,SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 GROUP BY RIVERalias0.TRAVERSE ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ;,select state_name from river group by state_name order by count(state_name) desc limit 1,2.293,0.0006,0.0,0,0,SQL Error: no such column: state_name
170,what are the lakes in states bordering texas,"SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 WHERE LAKEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ;","select distinct t3.lake_name 
from state t1 
join border_info t2 on t1.state_name = t2.state_name 
join lake t3 on t2.border = t3.state_name 
where t1.state_name = 'texas'",2.37,0.0015,0.0003,0,1,
171,how many major cities are in florida,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ""florida"" ;",select count(city_name) from city where state_name = 'florida' and population > 200000,2.244,0.0004,0.0001,0,0,Data Mismatch
172,how high are the highest points of all the states,SELECT HIGHLOWalias0.HIGHEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 ;,"select state_name, highest_elevation from highlow",2.238,0.0004,0.0002,0,0,Data Mismatch
173,how many states does the mississippi run through,"SELECT COUNT( RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ;",select count(distinct state_name) from border_info where border = 'mississippi',2.255,0.0006,0.0002,0,0,Data Mismatch
174,what is the longest river in the smallest state in the usa,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND RIVERalias0.TRAVERSE IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MIN( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,"select r.river_name, r.length 
from river r 
join state s on r.country_name = s.country_name 
where s.country_name = 'usa' 
and s.area = (select min(area) from state where country_name = 'usa') 
order by r.length desc 
limit 1",2.376,0.0005,0.0004,0,0,Data Mismatch
175,what is the average population per square km in pennsylvania,"SELECT STATEalias0.POPULATION / STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""pennsylvania"" ;",select avg(t1.population / t1.area) from state as t1 where t1.state_name = 'pennsylvania',2.29,0.0005,0.0002,0,1,
176,what states border states that border states that border florida,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME IN ( SELECT BORDER_INFOalias2.BORDER FROM BORDER_INFO AS BORDER_INFOalias2 WHERE BORDER_INFOalias2.STATE_NAME = ""florida"" ) ) ;","select distinct t1.state_name 
from border_info t1 
join border_info t2 on t1.border = t2.state_name 
join border_info t3 on t2.border = t3.state_name 
where t3.border = 'florida' and t1.state_name != 'florida' and t1.state_name not in (select border from border_info where state_name = 'florida')",2.473,0.0005,0.0008,0,0,Data Mismatch
177,how many states border at least one other state,SELECT COUNT( DISTINCT BORDER_INFOalias0.STATE_NAME ) FROM BORDER_INFO AS BORDER_INFOalias0 ;,select count(distinct state_name) from border_info where border is not null and border != '' and border != 'none',2.384,0.0009,0.0002,0,1,
178,what is the height of the highest mountain in texas,"SELECT MAX( DISTINCT HIGHLOWalias0.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME = ""texas"" ;",select max(mountain_altitude) from mountain where state_name = 'texas',2.226,0.0003,0.0001,0,0,Data Mismatch
179,how many states border colorado and border new mexico,"SELECT COUNT( BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""new mexico"" ) AND BORDER_INFOalias0.STATE_NAME = ""colorado"" ;",select count(state_name) from border_info where border = 'colorado' and state_name in (select state_name from border_info where border = 'new mexico'),2.44,0.0004,0.0002,0,1,
180,how many major cities are in states bordering utah,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""utah"" ) ;",select count(c.city_name) from city c join border_info b on c.state_name = b.state_name where b.border = 'utah' and c.population > 150000,2.393,0.0018,0.0005,0,1,
181,what is the total population of the states that border texas,"SELECT SUM( STATEalias0.POPULATION ) FROM BORDER_INFO AS BORDER_INFOalias0 , STATE AS STATEalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" AND STATEalias0.STATE_NAME = BORDER_INFOalias0.BORDER ;",select sum(s.population) from state s join border_info b on s.state_name = b.state_name where b.border = 'texas',2.253,0.0005,0.0002,0,1,
182,what are the major lakes in united states ,SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 WHERE LAKEalias0.AREA > 750 ;,select lake_name from lake where country_name = 'usa' and area > 1000,2.253,0.0003,0.0001,0,0,Data Mismatch
183,name all the lakes of us,SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 ;,select lake_name from lake where country_name = 'usa',2.205,0.0002,0.0001,0,1,
184,how many major rivers cross ohio,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 AND RIVERalias0.TRAVERSE = ""ohio"" ;",select count(river_name) from river where traverse like '%ohio%',2.398,0.0004,0.0002,0,1,
