Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
123,what states border states that border mississippi,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""mississippi"" ) ;",SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'mississippi'),4.278,0.0008,0.0003,0,1,
124,what states border states that the ohio runs through,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""ohio"" ) ;",SELECT border FROM border_info WHERE state_name IN (SELECT traverse FROM river WHERE river_name = 'ohio'),4.558,0.0007,0.0003,0,1,
125,what states border texas and have a major river,"SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER = ""texas"" AND BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ) ;","SELECT DISTINCT T1.border 
FROM border_info AS T1 
JOIN river AS T2 ON T1.border = T2.traverse 
WHERE T2.length > 750 AND T1.state_name = 'texas'",3.338,0.0004,0.0003,0,1,
126,what states border the most populous state,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state ORDER BY population DESC LIMIT 1),100.45,0.0012,0.0003,0,1,
127,what states border the state that borders the most states,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias2.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias2 GROUP BY BORDER_INFOalias2.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM border_info GROUP BY state_name ORDER BY COUNT(border) DESC LIMIT 1),3.255,0.0217,0.0026,0,0,Data Mismatch
128,what states border the state with the most cities,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;",SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM city GROUP BY state_name ORDER BY COUNT(city_name) DESC LIMIT 1),3.258,0.0094,0.0022,0,1,
129,what states border the state with the most major cities,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MAX( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 WHERE CITYalias1.POPULATION > 150000 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;",SELECT border FROM border_info WHERE state_name IN (SELECT state_name FROM city WHERE population > 150000 GROUP BY state_name ORDER BY COUNT(city_name) DESC LIMIT 1),3.275,0.0032,0.0006,0,1,
130,what states border the state with the smallest area,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state)),3.571,0.0006,0.0002,0,1,
131,what states contain at least one major rivers,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,SELECT traverse FROM river WHERE length > 750,3.201,0.0015,0.0007,0,1,
132,where are mountains,SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 ;,SELECT state_name FROM mountain,3.214,0.0017,0.0002,0,1,
133,where is the highest mountain of the united states,SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_ALTITUDE = ( SELECT MAX( MOUNTAINalias1.MOUNTAIN_ALTITUDE ) FROM MOUNTAIN AS MOUNTAINalias1 ) ;,SELECT state_name FROM highlow WHERE highest_elevation = (SELECT MAX(highest_elevation) FROM highlow),3.296,0.0006,0.0002,0,0,Data Mismatch
134,where is the smallest city,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 ) ;,SELECT city_name FROM city WHERE population = (SELECT MIN(population) FROM city),3.272,0.0012,0.0003,0,0,Data Mismatch
135,which is the density of the state that the largest river in the united states runs through,SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ;,SELECT density FROM state WHERE state_name = (SELECT traverse FROM river WHERE country_name = 'usa' AND length = (SELECT MAX(length) FROM river WHERE country_name = 'usa')),3.373,0.0006,0.0002,0,0,Data Mismatch
136,which is the highest peak not in alaska,"SELECT MOUNTAINalias0.MOUNTAIN_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_ALTITUDE = ( SELECT MAX( MOUNTAINalias1.MOUNTAIN_ALTITUDE ) FROM MOUNTAIN AS MOUNTAINalias1 WHERE MOUNTAINalias1.STATE_NAME <> ""alaska"" ) ;",SELECT highest_point FROM highlow WHERE highest_elevation = (SELECT MAX(highest_elevation) FROM highlow WHERE state_name NOT IN (SELECT state_name FROM state WHERE capital = 'juneau')),3.372,0.0009,0.0001,0,0,Data Mismatch
137,which rivers do not run through texas,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE = ""texas"" ) ;",SELECT river_name FROM river WHERE traverse != 'texas',3.208,0.0012,0.0006,0,0,Data Mismatch
138,which rivers do not run through usa,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.COUNTRY_NAME <> ""usa"" ;",SELECT river_name FROM river WHERE country_name != 'usa',3.309,0.002,0.0004,0,1,
139,which rivers run through states that border the state with the capital austin,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ) ) ;",SELECT river_name FROM river WHERE traverse IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE capital = 'austin')),3.207,0.0013,0.0003,0,1,
140,which rivers run through states with fewest cities,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT DERIVED_TABLEalias0.STATE_NAME FROM ( SELECT CITYalias0.STATE_NAME , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias0 = ( SELECT MIN( DERIVED_TABLEalias1.DERIVED_FIELDalias1 ) FROM ( SELECT COUNT( 1 ) AS DERIVED_FIELDalias1 FROM CITY AS CITYalias1 GROUP BY CITYalias1.STATE_NAME ) AS DERIVED_TABLEalias1 ) ) ;",SELECT river_name FROM river WHERE traverse IN (SELECT state_name FROM city GROUP BY state_name ORDER BY COUNT(city_name) ASC LIMIT 1),3.249,0.0026,0.0003,0,0,Data Mismatch
141,which state capital has the smallest population,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) ;",SELECT capital FROM state WHERE population = (SELECT MIN(population) FROM state),3.38,0.0016,0.0002,0,0,Data Mismatch
142,which state has the highest elevation,SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,SELECT state_name FROM highlow WHERE highest_elevation = (SELECT MAX(highest_elevation) FROM highlow),3.246,0.0007,0.0001,0,1,
143,which state has the lowest elevation,SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ;,SELECT state_name FROM highlow WHERE lowest_elevation = (SELECT MIN(lowest_elevation) FROM highlow),3.291,0.0006,0.0001,0,1,
144,which state has the lowest point that borders idaho,"SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 WHERE HIGHLOWalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""idaho"" ) ) AND HIGHLOWalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""idaho"" ) ;",SELECT state_name FROM border_info WHERE border = 'idaho',3.38,0.0023,0.0001,0,0,Data Mismatch
145,which state has the most major rivers,SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 GROUP BY RIVERalias0.TRAVERSE ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ;,SELECT state_name FROM river WHERE length > 750 GROUP BY state_name ORDER BY COUNT(river_name) DESC LIMIT 1,3.369,0.001,0.0,0,0,SQL Error: no such column: state_name
146,which state has the smallest average urban population,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY AVG ( CITYalias0.POPULATION ) LIMIT 1 ;,SELECT state_name FROM city GROUP BY state_name ORDER BY AVG(population) ASC,3.203,0.0016,0.0005,0,0,Data Mismatch
147,which state is mount mckinley in,"SELECT MOUNTAINalias0.STATE_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_NAME = ""mckinley"" ;",SELECT state_name FROM highlow WHERE highest_point = 'mckinley',3.182,0.0006,0.0002,0,0,Data Mismatch
148,which states have a river,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 ;,SELECT DISTINCT state_name FROM river,3.617,0.0018,0.0,0,0,SQL Error: no such column: state_name
149,which states have a major city named austin,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""austin"" AND CITYalias0.POPULATION > 150000 ;",SELECT state_name FROM city WHERE city_name = 'austin' AND population > 150000,3.222,0.0005,0.0002,0,1,
150,what is the largest city in a state that borders texas,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ) AND CITYalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ;",SELECT city_name FROM city WHERE population = (SELECT MAX(population) FROM city WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas')) AND state_name IN (SELECT border FROM border_info WHERE state_name = 'texas'),3.357,0.0076,0.0003,0,1,
151,how many rivers do not traverse the state with the capital albany,"SELECT COUNT( DISTINCT RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""albany"" ) ) ;",SELECT COUNT(river_name) FROM river WHERE traverse NOT IN (SELECT state_name FROM state WHERE capital = 'albany'),3.306,0.0013,0.0002,0,0,Data Mismatch
152,what is the shortest river in iowa,"SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE = ""iowa"" ) AND RIVERalias0.TRAVERSE = ""iowa"" ;",SELECT river_name FROM river WHERE length = (SELECT MIN(length) FROM river WHERE traverse = 'iowa') AND traverse = 'iowa',3.28,0.001,0.0002,0,1,
153,what are the major cities in the smallest state in the us,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT city_name FROM city WHERE population > 150000 AND state_name = (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state) AND country_name = 'usa'),3.41,0.0004,0.0001,0,1,
154,what is the population of the capital of the largest state through which the mississippi runs,"SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM RIVER AS RIVERalias0 , STATE AS STATEalias1 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" AND STATEalias1.STATE_NAME = RIVERalias0.TRAVERSE ) ) ;",SELECT population FROM state WHERE capital = (SELECT capital FROM state WHERE state_name IN (SELECT traverse FROM river WHERE river_name = 'mississippi') ORDER BY area DESC LIMIT 1),3.467,0.0029,0.0004,0,0,Data Mismatch
155,what is the shortest river in the usa,SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,SELECT river_name FROM river WHERE length = (SELECT MIN(length) FROM river WHERE country_name = 'usa') AND country_name = 'usa',3.358,0.0004,0.0001,0,1,
156,what is the capital of the state that borders the state that borders texas,"SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ) ;",SELECT capital FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas')),3.202,0.0006,0.0021,0,1,
157,what is the smallest city of the smallest state in the us,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND CITYalias0.STATE_NAME IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MIN( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,SELECT city_name FROM city WHERE population = (SELECT MIN(population) FROM city WHERE state_name IN (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state WHERE country_name = 'usa'))) AND state_name IN (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state WHERE country_name = 'usa')),3.42,0.0026,0.0006,0,1,
158,how many rivers are in the state with the largest population,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.POPULATION = ( SELECT MAX( STATEalias2.POPULATION ) FROM STATE AS STATEalias2 ) ) AND STATEalias0.STATE_NAME = RIVERalias0.TRAVERSE ;",SELECT COUNT(river_name) FROM river WHERE traverse = (SELECT state_name FROM state ORDER BY population DESC LIMIT 1),3.325,0.0013,0.0003,0,1,
159,what is the largest state that borders the state with the lowest point in the usa,"SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 , HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE ( HIGHLOWalias0.STATE_NAME = BORDER_INFOalias0.BORDER ) AND ( STATEalias0.STATE_NAME = BORDER_INFOalias0.BORDER ) AND HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ORDER BY STATEalias0.AREA DESC LIMIT 1 ;",SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM highlow WHERE lowest_elevation = (SELECT MIN(lowest_elevation) FROM highlow)))),3.433,0.0014,0.0002,0,0,Data Mismatch
160,what is the population of the largest state that borders texas,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""texas"" ) ;",SELECT MAX(population) FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas'),3.346,0.0007,0.0002,0,0,Data Mismatch
161,what state is austin the capital of,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ;",SELECT state_name FROM state WHERE capital = 'austin',3.234,0.0013,0.0001,0,1,
162,what rivers flow through the state with the largest population,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,SELECT river_name FROM river WHERE traverse = (SELECT state_name FROM state ORDER BY population DESC LIMIT 1),3.243,0.0018,0.0003,0,1,
163,what is the largest state that borders the state with the highest population,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.POPULATION = ( SELECT MAX( STATEalias3.POPULATION ) FROM STATE AS STATEalias3 ) ) ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.STATE_NAME FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.BORDER IN ( SELECT STATEalias4.STATE_NAME FROM STATE AS STATEalias4 WHERE STATEalias4.POPULATION = ( SELECT MAX( STATEalias5.POPULATION ) FROM STATE AS STATEalias5 ) ) ) ;,SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE population = (SELECT MAX(population) FROM state)))),3.353,0.0022,0.0004,0,1,
164,what is the capital of the state with the highest point,"SELECT STATEalias0.CAPITAL FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",SELECT capital FROM state WHERE state_name = (SELECT state_name FROM highlow ORDER BY highest_elevation DESC LIMIT 1),3.774,0.0012,0.0002,0,1,
165,how many rivers are there in us,SELECT COUNT( DISTINCT RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 ;,SELECT COUNT(river_name) FROM river WHERE country_name = 'usa',3.183,0.002,0.0002,0,0,Data Mismatch
166,name the 50 capitals in the usa,SELECT DISTINCT STATEalias0.CAPITAL FROM STATE AS STATEalias0 ;,SELECT capital FROM state WHERE country_name = 'usa',3.36,0.0007,0.0003,0,1,
167,how many states have a city named springfield,"SELECT COUNT( CITYalias0.STATE_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""springfield"" ;",SELECT COUNT(DISTINCT state_name) FROM city WHERE city_name = 'springfield',3.269,0.0011,0.0001,0,1,
168,what state borders the state with the smallest population,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MIN( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;,SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE population = (SELECT MIN(population) FROM state)),3.197,0.0003,0.0001,0,1,
169,what state is the state with the most rivers,SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 GROUP BY RIVERalias0.TRAVERSE ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ;,SELECT state_name FROM river GROUP BY state_name ORDER BY COUNT(river_name) DESC,3.355,0.0006,0.0,0,0,SQL Error: no such column: state_name
170,what are the lakes in states bordering texas,"SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 WHERE LAKEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ;",SELECT lake_name FROM lake WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas'),3.375,0.001,0.0001,0,1,
171,how many major cities are in florida,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ""florida"" ;",SELECT COUNT(city_name) FROM city WHERE population > 150000 AND state_name = 'florida',3.192,0.0009,0.0003,0,1,
172,how high are the highest points of all the states,SELECT HIGHLOWalias0.HIGHEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 ;,SELECT highest_elevation FROM highlow,3.456,0.001,0.0002,0,1,
173,how many states does the mississippi run through,"SELECT COUNT( RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ;",SELECT COUNT(DISTINCT traverse) FROM river WHERE river_name = 'mississippi',3.566,0.0008,0.0002,0,0,Data Mismatch
174,what is the longest river in the smallest state in the usa,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ) AND RIVERalias0.TRAVERSE IN ( SELECT STATEalias2.STATE_NAME FROM STATE AS STATEalias2 WHERE STATEalias2.AREA = ( SELECT MIN( STATEalias3.AREA ) FROM STATE AS STATEalias3 ) ) ;,SELECT river_name FROM river WHERE length = (SELECT MAX(length) FROM river WHERE traverse = (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state) AND country_name = 'usa')),3.364,0.0025,0.0004,0,1,
175,what is the average population per square km in pennsylvania,"SELECT STATEalias0.POPULATION / STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""pennsylvania"" ;",SELECT AVG(population / area) FROM state WHERE state_name = 'pennsylvania',3.203,0.0005,0.0002,0,1,
